No,SPECODE,Local-Name,SPECIES-GROUP,ROY_CLASS,COMM-Gr,Dip/NonDip
47379,YEAM,YEAM,6,FIRST,Commercial,Non-Dip
47380,YOUK,YOUK,4,SECOND,NonCommercial,Non-Dip
47381,KHLG,KHLONG,3,SECOND,Commercial,Non-Dip
47382,TRAC,TRACH,7,FIRST,Commercial,Dip
47383,PHDK,PHDEAK,7,THIRD,Commercial,Non-Dip
47384,CHBG,CHHOETEAL BANGKOUNEANGO,1,UNKN,Commercial,Dip
47385,CHBR,CHHOETEAL BRENG,6,LUX,Commercial,Dip
47386,CHTR,CHHOETEAL CHHNGAR,2,LUX,Commercial,Non-Dip
47387,CHMI,CHHOETEAL MOSAU,1,THIRD,Commercial,Dip
47388,CHRH,CHORCHONG,7,THIRD,NonCommercial,Non-Dip
47389,CRMS,CHRASMAS,7,NONCLASS,Commercial,Dip
47390,KKMS,KOKI MOSAU,1,SECOND,NonCommercial,Non-Dip
47391,KKPN,KOKI PHNONG\KAMNHAN,3,SECOND,NonCommercial,Non-Dip
47392,LMBI,LUMBOR,4,FIRST,NonCommercial,Dip
47393,PCEK,PHCEK,7,FIRST,Commercial,Non-Dip
47394,TBEG,TBENG,5,LUX,Commercial,Non-Dip
47395,KHOV,KCHOV/KAMLENG,5,THIRD,Commercial,Non-Dip
47396,KKDK,KOKI DEK,1,THIRD,Commercial,Dip
47397,KKKS,KOKI KHASAC,1,FIRST,NonCommercial,Non-Dip
47398,KKTM,KOKI THMOR,7,NONCLASS,NonCommercial,Non-Dip
47399,PPEL,POPEL,6,UNKN,Commercial,Non-Dip
47400,RINM,RAING PHNOM,4,THIRD,NonCommercial,Non-Dip
47401,TRLT,TRORLAT,2,SECOND,NonCommercial,Dip
47402,ANKM,ANGKOT KHMAU,2,UNKN,Commercial,Dip
47403,ATTT,ATITH/NEANG PHOR EK,1,NONCLASS,NonCommercial,Non-Dip
47404,BENG,BENG,4,UNKN,NonCommercial,Non-Dip
47405,BSNK,BOSNEAK,6,UNKN,Commercial,Dip
47406,CHBK,CHAM BAK,4,UNKN,NonCommercial,Non-Dip
47407,CHKM,CHHOEU KHMAV/NEANG KHMAV,6,NONCLASS,Commercial,Non-Dip
47408,CHKO,CHOEUNG KO,7,FIRST,Commercial,Non-Dip
47409,CHKR,CHAN KRASNA,2,LUX,Commercial,Non-Dip
47410,CHLK,CHHLIK,2,UNKN,NonCommercial,Non-Dip
47411,CHMC,CHHAM CHHA,7,UNKN,Commercial,Dip
47412,CHTP,CHAN TOUM PEANG,3,UNKN,Commercial,Non-Dip
47413,DCSP,DONCHERM,2,SECOND,Commercial,Dip
47414,DYKL,DEY KHLA,6,NONCLASS,Commercial,Dip
47415,HUDN,HOUN DAN/MOREASPREOUPHNOM,5,SECOND,Commercial,Dip
47416,KMPR,KOMPENG REACH,4,THIRD,NonCommercial,Non-Dip
47417,KRAY,KRAY,5,FIRST,NonCommercial,Dip
47418,KREL,KROEL,1,NONCLASS,Commercial,Dip
47419,KRKO,KRORKORS,1,NONCLASS,Commercial,Non-Dip
47420,KRPM,KRORNHOUNG,5,UNKN,Commercial,Non-Dip
47421,KRYS,KRAY SAR,6,NONCLASS,NonCommercial,Non-Dip
47422,MASK,MEYSAK,4,NONCLASS,NonCommercial,Dip
47423,NNON,NEANG NOUN,3,SECOND,NonCommercial,Non-Dip
47424,PRDL,PRAM DOMLENG,6,NONCLASS,NonCommercial,Dip
47425,PRLO,PRO LOUP,5,FIRST,NonCommercial,Non-Dip
47426,PRNG,PRING/KRORB BEK,1,UNKN,NonCommercial,Dip
47427,SKRM,SOKROM,3,SECOND,Commercial,Non-Dip
47428,SMPN,SAM PONG,6,UNKN,Commercial,Non-Dip
47429,SRAL,SRAL,7,UNKN,NonCommercial,Dip
47430,SRKR,SROL KRAHAM,3,NONCLASS,NonCommercial,Dip
47431,SRLO,SRORLAO,7,THIRD,Commercial,Non-Dip
47432,SROL,SROL SAR,5,THIRD,NonCommercial,Non-Dip
47433,SWPR,SVAY PREY,5,THIRD,Commercial,Dip
47434,SYCR,SVAY CHAM REANG,7,LUX,NonCommercial,Dip
47435,TAUR,TAOUR,4,THIRD,Commercial,Dip
47436,TEPI,TEP PHIROU,4,UNKN,NonCommercial,Dip
47437,THNR,THNONG KROHORM,1,FIRST,NonCommercial,Dip
47438,THNS,THNONG SOR,5,THIRD,Commercial,Non-Dip
47439,TRTM,TRORP TOM,1,LUX,Commercial,Non-Dip
47440,TRYG,TROR YING,3,NONCLASS,Commercial,Non-Dip
47441,TTRV,TATRAV,5,THIRD,Commercial,Dip
47442,ANKN,ANGKANH,4,FIRST,Commercial,Dip
47443,ANKT,ANGKAT TMAAT,2,NONCLASS,Commercial,Dip
47444,ANOM,ANGKRANG PHNOM,7,THIRD,Commercial,Dip
47445,ATNG,ATEANG/ROTEANG,1,UNKN,NonCommercial,Non-Dip
47446,BADM,BAK DERM,4,UNKN,NonCommercial,Non-Dip
47447,BAKG,BANGKANG,4,LUX,Commercial,Non-Dip
47448,BDNG,BAKDORNG,5,THIRD,Commercial,Dip
47449,BELY,BELOY,3,SECOND,Commercial,Dip
47450,BKSV,BANGKEOU SVA,4,LUX,Commercial,Dip
47451,BNKO,BAG KHEOU,2,FIRST,NonCommercial,Non-Dip
47452,BYPV,BAY POU VAING,5,UNKN,NonCommercial,Non-Dip
47453,CASA,KHCHOENG,1,LUX,NonCommercial,Dip
47454,CCHB,CHOEUNG CHAB,6,FIRST,Commercial,Non-Dip
47455,CHMK,CHAMRIEK,5,SECOND,NonCommercial,Dip
47456,CHNY,CHORNY,3,NONCLASS,NonCommercial,Dip
47457,CHPL,CHHOE PHLOEUNG,6,SECOND,NonCommercial,Non-Dip
47458,CHRK,CHRAKENG,1,LUX,Commercial,Non-Dip
47459,CHRM,CHANG KONG ROMEANG,1,THIRD,NonCommercial,Dip
47460,CHRS,CHREIS,5,LUX,Commercial,Dip
47461,CHUT,CHORNG UOR THMAT,6,NONCLASS,NonCommercial,Non-Dip
47462,CKTM,CHEK TUM,6,UNKN,NonCommercial,Non-Dip
47463,CREY,CHREY,6,THIRD,Commercial,Non-Dip
47464,DKOR,DONGKOR,5,NONCLASS,NonCommercial,Dip
47465,DOKM,DOK MEY,3,UNKN,Commercial,Dip
47466,HISN,HAISANH/NGAYSANG/CHANSAR,1,NONCLASS,Commercial,Dip
47467,KAOM,KANGSENGPHNOM,5,LUX,NonCommercial,Non-Dip
47468,KCAS,KCHAS,6,SECOND,NonCommercial,Non-Dip
47469,KDAG,KANN DEANG,3,FIRST,Commercial,Dip
47470,KDCH,KDURCH,1,LUX,Commercial,Dip
47471,KDOL,KDOL,2,SECOND,NonCommercial,Non-Dip
47472,KES,KES,7,THIRD,NonCommercial,Dip
47473,KKCM,KONG KANGCHHMOL,7,UNKN,Commercial,Dip
47474,KKGN,KONG KANGNHY,2,SECOND,Commercial,Dip
47475,KKOM,KONG KANGPHNOM,7,THIRD,NonCommercial,Dip
47476,KNDL,KANNDOL,6,NONCLASS,Commercial,Non-Dip
47477,KNPR,KHNOR PREY,1,LUX,NonCommercial,Dip
47478,KRAG,KRANG,5,SECOND,Commercial,Dip
47479,KRAS,KREAS,6,NONCLASS,Commercial,Non-Dip
47480,KRBO,KRORBAO,5,FIRST,NonCommercial,Non-Dip
47481,KRLA,KRORLANH,6,LUX,NonCommercial,Dip
47482,KRON,KRONG,1,LUX,NonCommercial,Dip
47483,KTOM,KHTOM,3,FIRST,Commercial,Non-Dip
47484,KWAV,KHVAO,7,LUX,Commercial,Non-Dip
47485,LGNG,LO NGIENG,1,SECOND,Commercial,Dip
47486,MAKG,MAK BREING,3,SECOND,Commercial,Non-Dip
47487,MAKP,MAK PRANG,5,THIRD,NonCommercial,Non-Dip
47488,MAKU,MAK KLOEU,5,SECOND,NonCommercial,Non-Dip
47489,MNPR,MEAN PREY,4,LUX,NonCommercial,Non-Dip
47490,NENS,NEANG SAR,4,SECOND,Commercial,Dip
47491,PANG,PANG,7,SECOND,Commercial,Dip
47492,PHNV,PHNHEAV,6,UNKN,Commercial,Non-Dip
47493,PHON,PHAONG,4,FIRST,NonCommercial,Non-Dip
47494,PHUT,PROR HOUT,2,LUX,Commercial,Non-Dip
47495,PLON,PLONG,4,THIRD,NonCommercial,Dip
47496,PNAG,PHNEANG,6,FIRST,NonCommercial,Non-Dip
47497,PNGS,PHNGEAS,4,LUX,NonCommercial,Dip
47498,POBY,POPUOL BAY,5,SECOND,NonCommercial,Non-Dip
47499,POCV,PON SVAR,1,FIRST,NonCommercial,Dip
47500,POKH,POPEA KHE,1,FIRST,NonCommercial,Non-Dip
47501,PONR,PONG RO,7,NONCLASS,NonCommercial,Dip
47502,PPTH,POPULTHMOR,6,NONCLASS,NonCommercial,Non-Dip
47503,PPUL,PHNEL/POPOUL,1,SECOND,Commercial,Non-Dip
47504,PRPN,PREAS PHNOV/SOMBOK KROHOM,4,UNKN,NonCommercial,Non-Dip
47505,PRUS,PROUS,2,NONCLASS,NonCommercial,Non-Dip
47506,PYPK,PHKAI PROEK,3,SECOND,Commercial,Non-Dip
47507,RAIT,RAING TOEK,6,THIRD,NonCommercial,Non-Dip
47508,ROKA,ROKA,5,FIRST,Commercial,Dip
47509,RUNG,ROUNG,4,UNKN,NonCommercial,Dip
47510,SABL,SAMBOUR LOVENG,7,LUX,Commercial,Dip
47511,SARG,SAM RONG,7,LUX,Commercial,Dip
47512,SBMS,SAMBOUR MEAS,1,NONCLASS,NonCommercial,Non-Dip
47513,SDAV,SDAV,7,THIRD,NonCommercial,Dip
47514,SDEY,SDEY,7,FIRST,NonCommercial,Non-Dip
47515,SLEN,SLENG,2,SECOND,Commercial,Dip
47516,SMCH,SMACH,1,NONCLASS,Commercial,Non-Dip
47517,SME,SME,6,THIRD,Commercial,Non-Dip
47518,SMKB,SMA KRABEY,5,UNKN,NonCommercial,Non-Dip
47519,SNAY,SNAY,7,UNKN,NonCommercial,Dip
47520,SNOL,SNUOL,7,THIRD,NonCommercial,Non-Dip
47521,SOUY,SOURY,1,SECOND,NonCommercial,Dip
47522,SPOR,SOM POR,1,FIRST,Commercial,Non-Dip
47523,SPPY,SPEOU PREY,1,SECOND,Commercial,Dip
47524,SPTK,SPEOU TEK,4,SECOND,Commercial,Dip
47525,SRKM,SRAKOM,6,LUX,NonCommercial,Dip
47526,SVAK,SVAY SVAK,4,NONCLASS,Commercial,Dip
47527,SVCT,SVAY CHANTI,2,SECOND,Commercial,Dip
47528,SVPT,SVAY PONGTRONG,7,LUX,NonCommercial,Non-Dip
47529,TKOV,TKOV,7,UNKN,NonCommercial,Dip
47530,TLOK,THLOK,6,THIRD,Commercial,Dip
47531,TOLP,TOUNLORP,7,THIRD,NonCommercial,Non-Dip
47532,TPOG,TOM POUNG,1,THIRD,Commercial,Non-Dip
47533,TRAG,TRANG,5,FIRST,NonCommercial,Dip
47534,TREN,TRA MENG,2,UNKN,NonCommercial,Dip
47535,TRMN,TRORMOUNG,2,LUX,Commercial,Non-Dip
47536,TRSK,TRORMOUNGSEK,2,THIRD,Commercial,Non-Dip
47537,WYNG,VOR YONG,3,LUX,NonCommercial,Dip
47538,ACSA,ACH SAT,3,FIRST,Commercial,Non-Dip
47539,ADCH,ACHDERK,5,THIRD,Commercial,Non-Dip
47540,AKSL,ANGKEA SEL,1,THIRD,NonCommercial,Non-Dip
47541,AMBB,AMBENG BEK,4,NONCLASS,NonCommercial,Non-Dip
47542,AMCN,AMBENG CHAN,7,FIRST,Commercial,Dip
47543,AMPI,AMPIL TOEUK PREY,2,LUX,Commercial,Dip
47544,ANCH,ANGKOCH,6,SECOND,NonCommercial,Dip
47545,ANKB,ANGKEA BOS,5,THIRD,Commercial,Non-Dip
47546,ANRD,ANGRE DEK,5,THIRD,NonCommercial,Dip
47547,APEN,APHEAN,4,NONCLASS,Commercial,Non-Dip
47548,ATES,ATES,5,NONCLASS,NonCommercial,Non-Dip
47549,ATSR,ANNTUNG SOR,4,THIRD,NonCommercial,Non-Dip
47550,BAKK,BANGKONG KENGKONG,4,SECOND,NonCommercial,Dip
47551,BAKP,BAKPAO,4,LUX,NonCommercial,Dip
47552,BBOK,BOR BORK,7,THIRD,Commercial,Non-Dip
47553,BOPR,BO PROEUK,2,UNKN,Commercial,Dip
47554,BRCH,BROR CHOK,2,SECOND,NonCommercial,Non-Dip
47555,BTIL,BATPHTIL,3,THIRD,Commercial,Non-Dip
47556,CABB,CHAM BAK BARAING,3,THIRD,NonCommercial,Dip
47557,CHCK,CHHOENG CHKER,5,NONCLASS,NonCommercial,Dip
47558,CHEK,CHANG ENG SEK,4,UNKN,NonCommercial,Non-Dip
47559,CHHA,CHHAR,7,LUX,NonCommercial,Dip
47560,CHHU,CHHOM POU PREY,2,NONCLASS,Commercial,Non-Dip
47561,CHKG,CHEUNG KRORVAING,3,SECOND,NonCommercial,Non-Dip
47562,CHKP,CHUNGKONG PHON,2,SECOND,Commercial,Non-Dip
47563,CHKU,CHEUNG KRAPEU,2,THIRD,Commercial,Dip
47564,CHLS,CHORNLOS,5,UNKN,NonCommercial,Non-Dip
47565,CHNA,CHANG NANG,6,LUX,NonCommercial,Non-Dip
47566,CHNO,CHNOK,2,SECOND,Commercial,Non-Dip
47567,CHOV,CHOV,3,SECOND,Commercial,Non-Dip
47568,CHPS,CHHOETEAL PREUS,4,UNKN,Commercial,Non-Dip
47569,CHTU,CHNOK TROU,2,THIRD,NonCommercial,Dip
47570,CTES,CHORNTESPLOUK,3,THIRD,NonCommercial,Dip
47571,DAKD,DANG KEAP KDAM,6,FIRST,Commercial,Non-Dip
47572,DGPR,DANGKEABPROEUS,6,UNKN,Commercial,Non-Dip
47573,DKPO,DOKPO,1,FIRST,Commercial,Non-Dip
47574,DNKY,DOUNKAY,5,SECOND,Commercial,Non-Dip
47575,DRDV,DORNG DAV,6,SECOND,Commercial,Non-Dip
47576,DYSP,DEY SAMPOCH,2,FIRST,NonCommercial,Non-Dip
47577,EPSH,EYSEIPHSAM SRACH,6,NONCLASS,Commercial,Dip
47578,KACL,KACHEAL,7,THIRD,Commercial,Dip
47579,KAKU,KAKHUCH,3,SECOND,Commercial,Non-Dip
47580,KANA,KANA,2,LUX,Commercial,Dip
47581,KANE,KANER,5,NONCLASS,NonCommercial,Dip
47582,KANT,KANTOUT PREY,2,NONCLASS,NonCommercial,Dip
47583,KATG,KATOUNG,7,UNKN,NonCommercial,Dip
47584,KAYK,KA YOUK,5,SECOND,NonCommercial,Non-Dip
47585,KBAL KRORLORNG,KBAL KRORLORNG,4,LUX,NonCommercial,Non-Dip
47586,KBDA,KANCHOEU BEY DACH,2,SECOND,NonCommercial,Dip
47587,KBDK,KBAL DERK,6,THIRD,NonCommercial,Non-Dip
47588,KBKK,KROBAO KHEK,3,LUX,NonCommercial,Dip
47589,KCHP,KA CHIEP,3,UNKN,NonCommercial,Dip
47590,KDCE,KANDAB CHANG ET,5,UNKN,NonCommercial,Dip
47591,KDCK,KDOR COMBROK,2,NONCLASS,NonCommercial,Non-Dip
47592,KHMA,KHANNMA,5,UNKN,Commercial,Non-Dip
47593,KHNH,KHNHE,3,THIRD,NonCommercial,Dip
47594,KHOS,KHOS,4,UNKN,Commercial,Dip
47595,KHTN,KHTING,6,UNKN,NonCommercial,Non-Dip
47596,KHVG,KHVENG,1,UNKN,Commercial,Dip
47597,KKAL,KALKAL,5,SECOND,Commercial,Dip
47598,KKKK,KALAP,1,NONCLASS,Commercial,Dip
47599,KKLG,KBAL KRORLORNG,1,UNKN,Commercial,Non-Dip
47600,KLIG,KLING,4,SECOND,NonCommercial,Dip
47601,KLNG,KLOUNG,6,THIRD,Commercial,Dip
47602,KLPO,KLENG POR,4,SECOND,Commercial,Dip
47603,KMPT,KOM PERT,5,LUX,Commercial,Non-Dip
47604,KNAL,KNALL,4,FIRST,Commercial,Non-Dip
47605,KNAY,KNAY MORN,3,THIRD,Commercial,Non-Dip
47606,KODK,KORNDORK,7,LUX,NonCommercial,Non-Dip
47607,KOKH,KON KHMOM,4,NONCLASS,NonCommercial,Non-Dip
47608,KOMT,KOKTMAT,7,SECOND,Commercial,Dip
47609,KOMY,KO MOUY,2,SECOND,Commercial,Dip
47610,KORK,KORK,7,UNKN,NonCommercial,Dip
47611,KOTT,KORTHET,1,THIRD,NonCommercial,Dip
47612,KRAK,KRORCHORK ANDERK,1,THIRD,Commercial,Dip
47613,KREG,KROENG,7,NONCLASS,NonCommercial,Dip
47614,KREM,KROR EM,2,SECOND,NonCommercial,Non-Dip
47615,KRMN,KROR MOURN,4,UNKN,NonCommercial,Non-Dip
47616,KROH,KROCH PREY,1,SECOND,Commercial,Non-Dip
47617,KRSR,KRORNG SOEUR,6,UNKN,Commercial,Non-Dip
47618,KRUS,KHOES REOUS,4,SECOND,NonCommercial,Dip
47619,KRVN,KRORVANN,1,NONCLASS,Commercial,Dip
47620,KTIT,KTITH,1,SECOND,Commercial,Non-Dip
47621,LORT,LORT,1,SECOND,NonCommercial,Dip
47622,LORV,LOR VEA,2,FIRST,NonCommercial,Non-Dip
47623,LOVG,LORVING,6,THIRD,NonCommercial,Dip
47624,LRLT,LORLOT,7,LUX,NonCommercial,Dip
47625,MADN,MADEHN,7,LUX,Commercial,Non-Dip
47626,MDAS,MADEHN MEAS,6,THIRD,Commercial,Non-Dip
47627,MMAG,MOR MANG,1,FIRST,Commercial,Non-Dip
47628,MTYK,MLOUTRAYOUK,1,FIRST,Commercial,Non-Dip
47629,NGOK,NGOK,7,SECOND,NonCommercial,Non-Dip
47630,NHAM,NHAM,7,FIRST,NonCommercial,Dip
47631,NIV,NIV,6,SECOND,Commercial,Dip
47632,ONLK,ONLOK PHOR EM,7,UNKN,Commercial,Dip
47633,PAGA,PA NGAB,6,UNKN,Commercial,Dip
47634,PAGS,PA NGES,7,NONCLASS,NonCommercial,Non-Dip
47635,PECH,PECH CHANGVA,3,NONCLASS,NonCommercial,Dip
47636,PHLG,PHLANG,4,UNKN,NonCommercial,Non-Dip
47637,PHMA,PHNERK CHMA,4,LUX,Commercial,Dip
47638,PHNO,PHNOM PHNERNG,7,LUX,NonCommercial,Dip
47639,PHOR,PHOR,3,NONCLASS,Commercial,Non-Dip
47640,PLNG,PLOV NEANG,2,SECOND,Commercial,Non-Dip
47641,PLOG,PLUOUNG,2,THIRD,Commercial,Non-Dip
47642,PLOK,PLONG KEOV,7,UNKN,Commercial,Dip
47643,PLOR,PLOR,6,FIRST,Commercial,Dip
47644,PLPH,PLOV SOMPOUCH,6,LUX,Commercial,Dip
47645,PMVG,PROMOY VIENG,2,SECOND,Commercial,Non-Dip
47646,PNKP,PHNEK PREAP,2,SECOND,NonCommercial,Non-Dip
47647,PNOM,PON ORMBORK,2,LUX,Commercial,Non-Dip
47648,POCH,POUCH,4,THIRD,Commercial,Dip
47649,POPL,PO PLEAR,6,FIRST,NonCommercial,Dip
47650,POUN,POUN,3,LUX,Commercial,Dip
47651,PPPR,POPLEA PRUES,7,FIRST,Commercial,Non-Dip
47652,PPVK,POPOULVAK,7,FIRST,Commercial,Non-Dip
47653,PREL,PREAL,1,LUX,Commercial,Dip
47654,PROM,PROMAT KHLAKMOM,7,THIRD,NonCommercial,Non-Dip
47655,PROM,PROUM,4,FIRST,Commercial,Dip
47656,RANG,RAING,7,THIRD,Commercial,Non-Dip
47657,ROCG,ROM CHORNG,4,THIRD,NonCommercial,Dip
47658,RODL,ROMDOUL,4,LUX,NonCommercial,Dip
47659,ROML,ROMLEANG,7,THIRD,Commercial,Non-Dip
47660,ROTY,ROMENGTHA NGE0Y,6,SECOND,NonCommercial,Dip
47661,ROVN,ROVIENG,6,LUX,Commercial,Non-Dip
47662,RPCK,ROMPEAT CHROUK,4,SECOND,NonCommercial,Non-Dip
47663,SADA,SANDA,7,THIRD,NonCommercial,Non-Dip
47664,SAHA,SANG HA,6,NONCLASS,NonCommercial,Non-Dip
47665,SAND,SANDAN,4,SECOND,Commercial,Dip
47666,SANK,SANG KE,2,UNKN,NonCommercial,Non-Dip
47667,SAVP,SANGVA PICH,7,THIRD,Commercial,Dip
47668,SBTS,SAMBOUR TES,6,THIRD,Commercial,Non-Dip
47669,SEMN,SEMORN\ ROL,6,THIRD,NonCommercial,Non-Dip
47670,SKPL,SLAKRORPOUL,4,NONCLASS,NonCommercial,Non-Dip
47671,SLCH,SLA KCHEY,1,NONCLASS,Commercial,Non-Dip
47672,SLET,SLOEK LO ET,4,SECOND,NonCommercial,Dip
47673,SLNG,SOM LEANG,6,FIRST,NonCommercial,Dip
47674,SOPI,SOPHY,5,SECOND,NonCommercial,Non-Dip
47675,SREG,CHHKER SRERNG,1,THIRD,NonCommercial,Dip
47676,SRMO,SRORMOR,6,LUX,Commercial,Dip
47677,TAPL,TAPIL,2,NONCLASS,Commercial,Dip
47678,TBOT,TABORT,6,UNKN,Commercial,Dip
47679,TENG,TENG,7,SECOND,NonCommercial,Non-Dip
47680,THME,THMEAS,1,NONCLASS,NonCommercial,Non-Dip
47681,THNO,THNOT PRENG,1,LUX,NonCommercial,Dip
47682,THTR,THMENH TREY,7,NONCLASS,NonCommercial,Dip
47683,TMAK,TLERM ANNDERK,2,SECOND,Commercial,Non-Dip
47684,TNIV,TAONIV,6,LUX,Commercial,Dip
47685,TOUK,TOUK,5,THIRD,Commercial,Non-Dip
47686,TRBL,TROR ORL,4,UNKN,NonCommercial,Non-Dip
47687,TRCU,TRA BEK CHOU,7,UNKN,NonCommercial,Non-Dip
47688,TREL,TREAL,4,NONCLASS,Commercial,Dip
47689,TROG,TRORNG,3,FIRST,NonCommercial,Non-Dip
47690,TRSK,TRORSEK / TRAMKANG,5,LUX,NonCommercial,Non-Dip
47691,TRYA,TROR YAK,1,LUX,Commercial,Non-Dip
47692,TRYG,TROR YORNG,7,LUX,Commercial,Non-Dip
47693,TTPY,TOTIM PREY,7,NONCLASS,Commercial,Non-Dip
47694,UNKN,UNKNOWN,6,NONCLASS,Commercial,Non-Dip
47695,VEAY,VEAY,2,SECOND,NonCommercial,Non-Dip
47696,VOEG,VOENG,3,SECOND,Commercial,Non-Dip
47697,YEAM,YEAM,3,UNKN,Commercial,Non-Dip
47698,YOUK,YOUK,5,LUX,Commercial,Non-Dip
47699,KHLG,KHLONG,6,UNKN,NonCommercial,Dip
47700,TRAC,TRACH,5,UNKN,Commercial,Non-Dip
47701,PHDK,PHDEAK,3,FIRST,Commercial,Dip
47702,CHBG,CHHOETEAL BANGKOUNEANGO,4,THIRD,Commercial,Non-Dip
47703,CHBR,CHHOETEAL BRENG,1,SECOND,Commercial,Non-Dip
47704,CHTR,CHHOETEAL CHHNGAR,3,FIRST,NonCommercial,Dip
47705,CHMI,CHHOETEAL MOSAU,2,SECOND,Commercial,Non-Dip
47706,CHRH,CHORCHONG,7,SECOND,NonCommercial,Dip
47707,CRMS,CHRASMAS,6,FIRST,NonCommercial,Dip
47708,KKMS,KOKI MOSAU,3,SECOND,NonCommercial,Dip
47709,KKPN,KOKI PHNONG\KAMNHAN,5,LUX,NonCommercial,Dip
47710,LMBI,LUMBOR,7,UNKN,Commercial,Non-Dip
47711,PCEK,PHCEK,1,UNKN,NonCommercial,Non-Dip
47712,TBEG,TBENG,7,NONCLASS,NonCommercial,Dip
47713,KHOV,KCHOV/KAMLENG,1,THIRD,NonCommercial,Dip
47714,KKDK,KOKI DEK,7,FIRST,Commercial,Dip
47715,KKKS,KOKI KHASAC,1,LUX,NonCommercial,Dip
47716,KKTM,KOKI THMOR,6,NONCLASS,NonCommercial,Dip
47717,PPEL,POPEL,7,SECOND,Commercial,Dip
47718,RINM,RAING PHNOM,1,FIRST,NonCommercial,Non-Dip
47719,TRLT,TRORLAT,4,UNKN,NonCommercial,Dip
47720,ANKM,ANGKOT KHMAU,2,LUX,Commercial,Non-Dip
47721,ATTT,ATITH/NEANG PHOR EK,5,FIRST,Commercial,Non-Dip
47722,BENG,BENG,1,NONCLASS,Commercial,Dip
47723,BSNK,BOSNEAK,5,FIRST,NonCommercial,Dip
47724,CHBK,CHAM BAK,7,THIRD,NonCommercial,Dip
47725,CHKM,CHHOEU KHMAV/NEANG KHMAV,1,LUX,Commercial,Dip
47726,CHKO,CHOEUNG KO,6,SECOND,Commercial,Dip
47727,CHKR,CHAN KRASNA,3,NONCLASS,Commercial,Dip
47728,CHLK,CHHLIK,3,UNKN,NonCommercial,Non-Dip
47729,CHMC,CHHAM CHHA,5,NONCLASS,Commercial,Dip
47730,CHTP,CHAN TOUM PEANG,3,LUX,NonCommercial,Dip
47731,DCSP,DONCHERM,3,NONCLASS,NonCommercial,Non-Dip
47732,DYKL,DEY KHLA,6,LUX,Commercial,Non-Dip
47733,HUDN,HOUN DAN/MOREASPREOUPHNOM,5,THIRD,Commercial,Dip
47734,KMPR,KOMPENG REACH,1,UNKN,Commercial,Dip
47735,KRAY,KRAY,3,FIRST,Commercial,Dip
47736,KREL,KROEL,5,FIRST,Commercial,Non-Dip
47737,KRKO,KRORKORS,2,SECOND,NonCommercial,Dip
47738,KRPM,KRORNHOUNG,5,FIRST,NonCommercial,Non-Dip
47739,KRYS,KRAY SAR,3,NONCLASS,NonCommercial,Non-Dip
47740,MASK,MEYSAK,4,FIRST,Commercial,Dip
47741,NNON,NEANG NOUN,3,THIRD,Commercial,Dip
47742,PRDL,PRAM DOMLENG,1,THIRD,NonCommercial,Dip
47743,PRLO,PRO LOUP,5,UNKN,Commercial,Non-Dip
47744,PRNG,PRING/KRORB BEK,1,THIRD,NonCommercial,Non-Dip
47745,SKRM,SOKROM,4,THIRD,Commercial,Non-Dip
47746,SMPN,SAM PONG,1,UNKN,NonCommercial,Dip
47747,SRAL,SRAL,5,UNKN,NonCommercial,Dip
47748,SRKR,SROL KRAHAM,1,FIRST,NonCommercial,Non-Dip
47749,SRLO,SRORLAO,5,FIRST,NonCommercial,Non-Dip
47750,SROL,SROL SAR,3,LUX,Commercial,Non-Dip
47751,SWPR,SVAY PREY,7,UNKN,Commercial,Non-Dip
47752,SYCR,SVAY CHAM REANG,3,THIRD,NonCommercial,Non-Dip
47753,TAUR,TAOUR,6,LUX,Commercial,Dip
47754,TEPI,TEP PHIROU,6,NONCLASS,Commercial,Dip
47755,THNR,THNONG KROHORM,7,LUX,Commercial,Non-Dip
47756,THNS,THNONG SOR,6,LUX,NonCommercial,Non-Dip
47757,TRTM,TRORP TOM,7,LUX,NonCommercial,Dip
47758,TRYG,TROR YING,2,FIRST,Commercial,Dip
47759,TTRV,TATRAV,7,SECOND,Commercial,Dip
47760,ANKN,ANGKANH,4,THIRD,Commercial,Dip
47761,ANKT,ANGKAT TMAAT,4,SECOND,Commercial,Dip
47762,ANOM,ANGKRANG PHNOM,7,FIRST,Commercial,Dip
47763,ATNG,ATEANG/ROTEANG,1,THIRD,Commercial,Non-Dip
47764,BADM,BAK DERM,1,NONCLASS,NonCommercial,Non-Dip
47765,BAKG,BANGKANG,1,NONCLASS,Commercial,Non-Dip
47766,BDNG,BAKDORNG,2,SECOND,NonCommercial,Non-Dip
47767,BELY,BELOY,2,UNKN,NonCommercial,Dip
47768,BKSV,BANGKEOU SVA,3,UNKN,Commercial,Non-Dip
47769,BNKO,BAG KHEOU,7,SECOND,NonCommercial,Non-Dip
47770,BYPV,BAY POU VAING,3,LUX,NonCommercial,Dip
47771,CASA,KHCHOENG,4,UNKN,NonCommercial,Non-Dip
47772,CCHB,CHOEUNG CHAB,1,SECOND,NonCommercial,Dip
47773,CHMK,CHAMRIEK,4,FIRST,Commercial,Dip
47774,CHNY,CHORNY,7,LUX,Commercial,Dip
47775,CHPL,CHHOE PHLOEUNG,2,SECOND,Commercial,Dip
47776,CHRK,CHRAKENG,7,SECOND,Commercial,Non-Dip
