Block_X,Block_Y,Coordinate_X,Coordinate_Y,Tree Number,SPECODE,SPECIES-GROUP,Diameter (cm),Diameter Class,Height (m),Volume (m^3),Status,Production,Cutting Angle,Damage Crown
1,9,34,817,T01096359,TEPI,6,52.29,4,10.23,1.0985970219647083e-06,Cut,Cut,116.9,<function calculate_damage_crown at 0x121e67e20>
1,9,55,857,T01098453,THNR,3,151.01,5,7.07,6.328367388125058e-06,Cut,Cut,333.2,<function calculate_damage_crown at 0x121e67e20>
1,9,56,832,T01092455,THNS,4,109.26,5,14.40,6.753937688958147e-06,Cut,Cut,154.3,<function calculate_damage_crown at 0x121e67e20>
1,9,0,880,T01097505,TRTM,7,92.68,5,5.83,1.96526278491635e-06,Cut,Cut,303.3,<function calculate_damage_crown at 0x121e67e20>
1,9,21,857,T01091554,TRYG,4,122.30,5,14.57,8.556920563052823e-06,Cut,Cut,241.3,<function calculate_damage_crown at 0x121e67e20>
1,9,55,850,T01098261,TTRV,6,204.80,5,4.31,7.099852044032448e-06,Cut,Cut,252.8,<function calculate_damage_crown at 0x121e67e20>
1,9,84,843,T01097259,ANKN,1,82.38,5,12.11,3.228070987966262e-06,Cut,Cut,174.9,<function calculate_damage_crown at 0x121e67e20>
1,9,26,806,T01092232,ANKT,4,49.35,4,13.89,1.328700199875118e-06,Cut,Cut,145.7,<function calculate_damage_crown at 0x121e67e20>
1,9,38,847,T01098141,ANOM,1,75.18,5,3.00,6.653645133575717e-07,Cut,Cut,70.5,<function calculate_damage_crown at 0x121e67e20>
1,9,81,838,T01095300,ATNG,6,22.74,2,11.88,2.4129267061202266e-07,Keep,,253.9,<function calculate_damage_crown at 0x121e67e20>
1,9,90,892,T01099395,BADM,1,160.69,5,10.68,1.0830218245229853e-05,Cut,Cut,181.7,<function calculate_damage_crown at 0x121e67e20>
1,9,10,869,T01098245,BAKG,6,158.82,5,8.94,8.855970618567998e-06,Cut,Cut,10.3,<function calculate_damage_crown at 0x121e67e20>
1,9,87,892,T01094314,BDNG,3,71.25,5,8.08,1.6112692596446348e-06,Cut,Cut,276.2,<function calculate_damage_crown at 0x121e67e20>
1,9,46,875,T01091221,BELY,1,127.60,5,14.00,8.951007053434005e-06,Cut,Cut,24.5,<function calculate_damage_crown at 0x121e67e20>
1,9,57,812,T01097909,BKSV,3,235.91,5,5.37,1.1730224248928669e-05,Cut,Cut,94.2,<function calculate_damage_crown at 0x121e67e20>
1,9,55,857,T01096441,BNKO,4,174.10,5,3.86,4.59706222451049e-06,Cut,Cut,127.8,<function calculate_damage_crown at 0x121e67e20>
1,9,10,862,T01091902,BYPV,1,28.36,2,2.60,8.203693048398485e-08,Keep,,347.9,<function calculate_damage_crown at 0x121e67e20>
1,9,11,822,T01098494,CASA,6,131.36,5,6.20,4.198402788777165e-06,Cut,Cut,156.7,<function calculate_damage_crown at 0x121e67e20>
1,9,71,883,T01091942,CCHB,6,138.06,5,14.60,1.0931497196588185e-05,Cut,Cut,132.6,<function calculate_damage_crown at 0x121e67e20>
1,9,65,848,T01096924,CHMK,1,126.22,5,8.34,5.215788699530937e-06,Cut,Cut,15.0,<function calculate_damage_crown at 0x121e67e20>
1,9,18,818,T01094584,CHNY,5,190.38,5,4.69,6.671815746053742e-06,Cut,Cut,2.6,<function calculate_damage_crown at 0x121e67e20>
1,9,45,895,T01099850,CHPL,6,214.30,5,10.79,1.9460697711758635e-05,Cut,Cut,226.8,<function calculate_damage_crown at 0x121e67e20>
1,9,57,855,T01092349,CHRK,4,75.48,5,8.40,1.8788076969235711e-06,Cut,Cut,75.9,<function calculate_damage_crown at 0x121e67e20>
1,9,60,882,T01093603,CHRM,4,200.46,5,4.21,6.64801313699534e-06,Cut,Cut,106.8,<function calculate_damage_crown at 0x121e67e20>
1,9,39,812,T01093855,CHRS,1,230.92,5,12.58,2.633671580666959e-05,Cut,Cut,312.2,<function calculate_damage_crown at 0x121e67e20>
1,9,62,854,T01099301,CHUT,1,100.01,5,3.62,1.4206252471978256e-06,Cut,Cut,238.2,<function calculate_damage_crown at 0x121e67e20>
1,9,53,850,T01091298,CKTM,7,98.59,5,13.20,5.0385344797788455e-06,Cut,Cut,121.4,<function calculate_damage_crown at 0x121e67e20>
1,9,22,855,T01097415,CREY,5,59.91,4,11.03,1.5544145275285682e-06,Cut,Cut,194.9,<function calculate_damage_crown at 0x121e67e20>
1,9,52,834,T01095715,DKOR,3,28.48,2,13.88,4.423630387779237e-07,Keep,,140.1,<function calculate_damage_crown at 0x121e67e20>
1,9,67,876,T01094143,DOKM,3,31.00,3,4.20,1.5857211484977677e-07,Keep,,227.0,<function calculate_damage_crown at 0x121e67e20>
1,9,60,892,T01098858,HISN,5,215.10,5,10.12,1.8387402513473766e-05,Cut,Cut,34.4,<function calculate_damage_crown at 0x121e67e20>
1,9,14,813,T01095108,KAOM,6,143.33,5,7.49,6.039930811780445e-06,Cut,Cut,213.7,<function calculate_damage_crown at 0x121e67e20>
1,9,15,894,T01092047,KCAS,6,13.36,1,7.46,5.2325934697894976e-08,Keep,,299.9,<function calculate_damage_crown at 0x121e67e20>
1,9,64,851,T01099590,KDAG,6,36.37,3,4.80,2.493241376981743e-07,Keep,,277.8,<function calculate_damage_crown at 0x121e67e20>
1,9,24,898,T01095906,KDCH,1,172.65,5,13.24,1.5499326279013107e-05,Cut,Cut,76.8,<function calculate_damage_crown at 0x121e67e20>
1,9,38,829,T01099447,KDOL,1,16.22,2,9.99,1.0322024165652306e-07,Keep,,31.7,<function calculate_damage_crown at 0x121e67e20>
1,9,25,870,T01094109,KES,5,108.52,5,11.98,5.542146726774268e-06,Cut,Cut,148.4,<function calculate_damage_crown at 0x121e67e20>
1,9,93,881,T01095315,KKCM,5,128.76,5,4.97,3.233121893750072e-06,Cut,Cut,304.0,<function calculate_damage_crown at 0x121e67e20>
1,9,52,894,T01092562,KKGN,6,128.68,5,10.73,6.978405011140426e-06,Cut,Cut,44.0,<function calculate_damage_crown at 0x121e67e20>
1,9,58,867,T01092893,KKOM,2,80.48,5,7.37,1.873746845176097e-06,Cut,Cut,37.9,<function calculate_damage_crown at 0x121e67e20>
1,9,36,883,T01094913,KNDL,7,241.26,5,14.66,3.350724932882046e-05,Cut,Cut,21.6,<function calculate_damage_crown at 0x121e67e20>
1,9,2,878,T01098336,KNPR,7,181.06,5,7.82,1.0071894919553048e-05,Cut,Cut,356.7,<function calculate_damage_crown at 0x121e67e20>
1,9,16,812,T01095301,KRAG,3,93.44,5,14.07,4.8247802723454975e-06,Cut,Cut,190.8,<function calculate_damage_crown at 0x121e67e20>
1,9,14,852,T01097174,KRAS,5,150.90,5,2.85,2.550691929084336e-06,Cut,Cut,178.6,<function calculate_damage_crown at 0x121e67e20>
1,9,32,826,T01095839,KRBO,5,105.22,5,8.17,3.5503861540300607e-06,Cut,Cut,309.3,<function calculate_damage_crown at 0x121e67e20>
1,9,28,841,T01091945,KRLA,3,78.98,5,13.53,3.315462418150376e-06,Cut,Cut,71.2,<function calculate_damage_crown at 0x121e67e20>
1,9,58,852,T01095622,KRON,5,200.46,5,5.37,8.474290161675624e-06,Cut,Cut,8.2,<function calculate_damage_crown at 0x121e67e20>
1,9,30,878,T01094747,KTOM,2,21.86,2,4.22,7.911869121242673e-08,Keep,,108.1,<function calculate_damage_crown at 0x121e67e20>
1,9,31,852,T01096487,KWAV,7,57.95,4,7.60,1.0025410220039485e-06,Cut,Cut,263.9,<function calculate_damage_crown at 0x121e67e20>
1,9,27,837,T01097405,LGNG,2,156.66,5,6.89,6.6413786980610584e-06,Cut,Cut,178.3,<function calculate_damage_crown at 0x121e67e20>
1,9,95,870,T01096937,MAKG,2,56.31,4,12.77,1.5902841505386362e-06,Cut,Cut,77.6,<function calculate_damage_crown at 0x121e67e20>
1,9,54,812,T01093992,MAKP,4,183.65,5,13.84,1.833552813007013e-05,Cut,Cut,76.4,<function calculate_damage_crown at 0x121e67e20>
1,9,62,868,T01091221,MAKU,4,25.57,2,10.78,2.767886355530452e-07,Keep,,273.3,<function calculate_damage_crown at 0x121e67e20>
1,9,19,812,T01095615,MNPR,4,230.78,5,10.42,2.1789427602199516e-05,Cut,Cut,324.6,<function calculate_damage_crown at 0x121e67e20>
1,9,84,854,T01096682,NENS,2,209.85,5,3.66,6.329569619764562e-06,Cut,Cut,54.8,<function calculate_damage_crown at 0x121e67e20>
1,9,70,830,T01099348,PANG,1,94.94,5,12.71,4.49861028409133e-06,Cut,Cut,14.1,<function calculate_damage_crown at 0x121e67e20>
1,9,11,816,T01094680,PHNV,4,36.40,3,8.07,4.1966338839807763e-07,Keep,,197.0,<function calculate_damage_crown at 0x121e67e20>
1,9,94,877,T01098369,PHON,1,184.29,5,4.46,5.944505975661031e-06,Cut,Cut,333.9,<function calculate_damage_crown at 0x121e67e20>
1,9,82,869,T01094316,PHUT,1,220.39,5,6.30,1.2027304574764935e-05,Cut,Cut,330.1,<function calculate_damage_crown at 0x121e67e20>
1,9,22,864,T01099494,PLON,1,37.12,3,9.66,5.228600689706067e-07,Keep,,141.4,<function calculate_damage_crown at 0x121e67e20>
1,9,69,832,T01099264,PNAG,5,181.87,5,10.66,1.3845570451224466e-05,Cut,Cut,71.2,<function calculate_damage_crown at 0x121e67e20>
1,9,88,894,T01094527,PNGS,6,29.20,2,4.21,1.4116665297037642e-07,Keep,,6.7,<function calculate_damage_crown at 0x121e67e20>
1,9,52,816,T01097513,POBY,5,173.08,5,13.16,1.5480600234303542e-05,Cut,Cut,199.1,<function calculate_damage_crown at 0x121e67e20>
1,9,56,816,T01091190,POCV,3,49.07,4,14.37,1.3589316091072103e-06,Cut,Cut,181.8,<function calculate_damage_crown at 0x121e67e20>
1,9,72,829,T01093501,POKH,2,15.42,2,3.95,3.6919626268001756e-08,Keep,,287.0,<function calculate_damage_crown at 0x121e67e20>
1,9,35,808,T01096528,PONR,5,65.80,5,5.41,9.200390969605846e-07,Cut,Cut,266.5,<function calculate_damage_crown at 0x121e67e20>
1,9,99,803,T01093578,PPTH,4,167.28,5,11.96,1.314520362766743e-05,Cut,Cut,152.4,<function calculate_damage_crown at 0x121e67e20>
1,9,73,892,T01092075,PPUL,2,96.28,5,11.12,4.04782201560601e-06,Cut,Cut,150.2,<function calculate_damage_crown at 0x121e67e20>
1,9,31,833,T01093860,PRPN,5,160.70,5,7.46,7.564311118445578e-06,Cut,Cut,349.2,<function calculate_damage_crown at 0x121e67e20>
1,9,9,897,T01099579,PRUS,1,65.45,5,12.88,2.1672490252987134e-06,Cut,Cut,217.7,<function calculate_damage_crown at 0x121e67e20>
1,9,40,873,T01094614,PYPK,1,57.52,4,2.94,3.8177068582606354e-07,Cut,Cut,91.0,<function calculate_damage_crown at 0x121e67e20>
1,9,32,889,T01099979,RAIT,5,48.56,4,4.13,3.829601156572476e-07,Cut,Cut,258.5,<function calculate_damage_crown at 0x121e67e20>
1,9,91,889,T01094929,ROKA,3,14.07,1,13.70,1.0656830666763915e-07,Keep,,270.0,<function calculate_damage_crown at 0x121e67e20>
1,9,95,826,T01098732,RUNG,3,47.18,4,11.78,1.0299496084829378e-06,Cut,Cut,252.5,<function calculate_damage_crown at 0x121e67e20>
1,9,34,895,T01099865,SABL,3,199.45,5,6.66,1.0400979870337619e-05,Cut,Cut,344.1,<function calculate_damage_crown at 0x121e67e20>
1,9,92,839,T01094059,SARG,2,52.14,4,8.61,9.188493302170732e-07,Cut,Cut,315.8,<function calculate_damage_crown at 0x121e67e20>
1,9,66,816,T01099333,SBMS,1,64.51,5,5.93,9.690223946293189e-07,Cut,Cut,270.2,<function calculate_damage_crown at 0x121e67e20>
1,9,16,830,T01099002,SDAV,5,221.81,5,2.90,5.5951596956504606e-06,Cut,Cut,105.0,<function calculate_damage_crown at 0x121e67e20>
1,9,11,858,T01092344,SDEY,7,20.69,2,11.27,1.8940728137377701e-07,Keep,,125.2,<function calculate_damage_crown at 0x121e67e20>
1,9,14,829,T01095748,SLEN,5,239.31,5,4.03,9.065977813972709e-06,Cut,Cut,274.7,<function calculate_damage_crown at 0x121e67e20>
1,9,60,812,T01096121,SMCH,5,233.65,5,7.44,1.5960215216220885e-05,Cut,Cut,39.4,<function calculate_damage_crown at 0x121e67e20>
1,9,38,878,T01094376,SME,1,49.46,4,10.01,9.619640747816555e-07,Cut,Cut,154.5,<function calculate_damage_crown at 0x121e67e20>
1,9,90,877,T01097438,SMKB,2,245.25,5,2.83,6.676902251755995e-06,Cut,Cut,170.3,<function calculate_damage_crown at 0x121e67e20>
1,9,62,887,T01091215,SNAY,7,147.00,5,12.93,1.0970710598056603e-05,Cut,Cut,161.6,<function calculate_damage_crown at 0x121e67e20>
1,9,90,810,T01092013,SNOL,1,97.89,5,5.14,1.932527100345606e-06,Cut,Cut,347.3,<function calculate_damage_crown at 0x121e67e20>
1,9,70,891,T01095234,SOUY,3,172.83,5,12.02,1.4097075944691991e-05,Cut,Cut,301.6,<function calculate_damage_crown at 0x121e67e20>
1,9,75,812,T01096660,SPOR,6,139.46,5,3.25,2.4826970268044585e-06,Cut,Cut,128.7,<function calculate_damage_crown at 0x121e67e20>
1,9,57,853,T01098530,SPPY,3,39.66,3,7.03,4.3413690494728336e-07,Keep,,308.7,<function calculate_damage_crown at 0x121e67e20>
1,9,33,816,T01091404,SPTK,6,98.44,5,3.91,1.4893151227695575e-06,Cut,Cut,241.4,<function calculate_damage_crown at 0x121e67e20>
1,9,96,827,T01098302,SRKM,1,83.31,5,9.52,2.5951759648447813e-06,Cut,Cut,70.7,<function calculate_damage_crown at 0x121e67e20>
1,9,75,893,T01092648,SVAK,5,196.73,5,3.27,4.977609115383036e-06,Cut,Cut,323.5,<function calculate_damage_crown at 0x121e67e20>
1,9,54,894,T01092136,SVCT,7,161.30,5,9.27,9.475258710875453e-06,Cut,Cut,289.4,<function calculate_damage_crown at 0x121e67e20>
1,9,2,854,T01096130,SVPT,6,156.34,5,9.99,9.591406570967972e-06,Cut,Cut,202.6,<function calculate_damage_crown at 0x121e67e20>
1,9,96,839,T01096659,TKOV,3,43.91,3,2.86,2.1656748192196572e-07,Keep,,113.0,<function calculate_damage_crown at 0x121e67e20>
1,9,90,852,T01095074,TLOK,6,5.97,1,7.11,9.960642178515263e-09,Keep,,208.4,<function calculate_damage_crown at 0x121e67e20>
1,9,87,853,T01098870,TOLP,1,202.08,5,7.91,1.2685240130304872e-05,Cut,Cut,271.7,<function calculate_damage_crown at 0x121e67e20>
1,9,73,891,T01092484,TPOG,4,191.65,5,4.66,6.728903157215855e-06,Cut,Cut,347.6,<function calculate_damage_crown at 0x121e67e20>
1,9,18,895,T01099625,TRAG,4,196.58,5,12.57,1.9083173351784882e-05,Cut,Cut,131.3,<function calculate_damage_crown at 0x121e67e20>
1,9,0,897,T01098333,TREN,3,219.50,5,14.04,2.657160518412881e-05,Cut,Cut,133.7,<function calculate_damage_crown at 0x121e67e20>
1,9,18,807,T01099171,TRMN,4,186.29,5,8.09,1.1024476788285905e-05,Cut,Cut,79.7,<function calculate_damage_crown at 0x121e67e20>
1,9,36,871,T01091400,TRSK,5,221.31,5,11.69,2.24922469881647e-05,Cut,Cut,311.7,<function calculate_damage_crown at 0x121e67e20>
1,9,90,866,T01096050,WYNG,2,176.10,5,14.20,1.7295334700148737e-05,Cut,Cut,334.4,<function calculate_damage_crown at 0x121e67e20>
1,9,34,832,T01095269,ACSA,2,192.15,5,11.32,1.6421898843372844e-05,Cut,Cut,141.3,<function calculate_damage_crown at 0x121e67e20>
1,9,79,811,T01093229,ADCH,1,34.73,3,8.90,4.2142982100355724e-07,Keep,,102.6,<function calculate_damage_crown at 0x121e67e20>
1,9,74,867,T01095864,AKSL,3,13.44,1,6.60,4.6839454108370374e-08,Keep,,122.4,<function calculate_damage_crown at 0x121e67e20>
1,9,82,876,T01096817,AMBB,5,209.06,5,10.92,1.875269193843839e-05,Cut,Cut,331.9,<function calculate_damage_crown at 0x121e67e20>
1,9,19,867,T01094119,AMCN,3,13.66,1,10.20,7.474859075536733e-08,Keep,,2.4,<function calculate_damage_crown at 0x121e67e20>
1,9,38,813,T01096660,AMPI,2,52.86,4,13.86,1.5215463256696898e-06,Cut,Cut,250.6,<function calculate_damage_crown at 0x121e67e20>
1,9,12,812,T01092218,ANCH,2,117.20,5,10.61,5.723967953451584e-06,Cut,Cut,140.6,<function calculate_damage_crown at 0x121e67e20>
1,9,18,838,T01091248,ANKB,1,59.40,4,4.58,6.344240385760803e-07,Cut,Cut,10.3,<function calculate_damage_crown at 0x121e67e20>
1,9,61,875,T01094466,ANRD,2,100.96,5,5.54,2.215823791864218e-06,Cut,Cut,287.0,<function calculate_damage_crown at 0x121e67e20>
1,9,34,896,T01096859,APEN,7,40.58,3,3.08,1.9905288558354528e-07,Keep,,119.8,<function calculate_damage_crown at 0x121e67e20>
1,9,24,851,T01097944,ATES,2,67.40,5,4.23,7.538534058928395e-07,Cut,Cut,88.0,<function calculate_damage_crown at 0x121e67e20>
1,9,62,820,T01098705,ATSR,2,101.44,5,4.26,1.7214807256415697e-06,Cut,Cut,236.9,<function calculate_damage_crown at 0x121e67e20>
1,9,0,801,T01097409,BAKK,4,153.66,5,2.60,2.412620044742196e-06,Cut,Cut,279.0,<function calculate_damage_crown at 0x121e67e20>
1,9,54,850,T01097628,BAKP,6,139.07,5,12.85,9.762481529067987e-06,Cut,Cut,355.8,<function calculate_damage_crown at 0x121e67e20>
1,9,20,897,T01091485,BBOK,4,18.22,2,14.95,1.9482146125964588e-07,Keep,,280.4,<function calculate_damage_crown at 0x121e67e20>
1,9,9,835,T01099261,BOPR,7,177.12,5,13.86,1.7079783723050084e-05,Cut,Cut,70.5,<function calculate_damage_crown at 0x121e67e20>
1,9,20,847,T01094642,BRCH,1,101.90,5,13.85,5.647800282372267e-06,Cut,Cut,347.8,<function calculate_damage_crown at 0x121e67e20>
1,9,13,845,T01097594,BTIL,1,149.75,5,6.41,5.644543930330857e-06,Cut,Cut,51.5,<function calculate_damage_crown at 0x121e67e20>
1,9,91,858,T01095994,CABB,7,154.82,5,5.54,5.2119236272703935e-06,Cut,Cut,186.6,<function calculate_damage_crown at 0x121e67e20>
1,9,54,807,T01099708,CHCK,6,25.26,2,5.87,1.4701374266548e-07,Keep,,332.9,<function calculate_damage_crown at 0x121e67e20>
1,9,79,877,T01096478,CHEK,1,94.12,5,8.80,3.0598753005102496e-06,Cut,Cut,188.8,<function calculate_damage_crown at 0x121e67e20>
1,9,78,829,T01094951,CHHA,1,50.58,4,9.88,9.93159538417609e-07,Cut,Cut,56.8,<function calculate_damage_crown at 0x121e67e20>
1,9,19,829,T01093211,CHHU,5,59.73,4,6.97,9.768943277093818e-07,Cut,Cut,214.5,<function calculate_damage_crown at 0x121e67e20>
1,9,25,804,T01092884,CHKG,5,126.00,5,8.47,5.2823670501608585e-06,Cut,Cut,45.0,<function calculate_damage_crown at 0x121e67e20>
1,9,88,831,T01095892,CHKP,7,243.63,5,13.54,3.156870939410123e-05,Cut,Cut,294.5,<function calculate_damage_crown at 0x121e67e20>
1,9,49,852,T01099211,CHKU,2,107.87,5,9.41,4.30207323452665e-06,Cut,Cut,181.9,<function calculate_damage_crown at 0x121e67e20>
1,9,1,839,T01094122,CHLS,5,169.16,5,5.76,6.468076018911782e-06,Cut,Cut,47.4,<function calculate_damage_crown at 0x121e67e20>
1,9,67,815,T01094483,CHNA,5,5.09,1,7.06,7.179852762583723e-09,Keep,,8.0,<function calculate_damage_crown at 0x121e67e20>
1,9,60,884,T01091617,CHNO,1,85.54,5,11.18,3.2129065965761907e-06,Cut,Cut,62.3,<function calculate_damage_crown at 0x121e67e20>
1,9,49,827,T01099713,CHOV,7,47.52,4,5.50,4.874825941835092e-07,Cut,Cut,159.1,<function calculate_damage_crown at 0x121e67e20>
1,9,29,810,T01097832,CHPS,3,11.88,1,6.86,3.803791104968873e-08,Keep,,153.5,<function calculate_damage_crown at 0x121e67e20>
1,9,77,848,T01094291,CHTU,3,182.32,5,4.43,5.786804933126735e-06,Cut,Cut,61.1,<function calculate_damage_crown at 0x121e67e20>
1,9,75,862,T01098505,CTES,4,90.99,5,4.04,1.314115885187505e-06,Cut,Cut,342.2,<function calculate_damage_crown at 0x121e67e20>
1,9,84,867,T01092011,DAKD,1,157.70,5,5.43,5.30029271847776e-06,Cut,Cut,150.7,<function calculate_damage_crown at 0x121e67e20>
1,9,62,821,T01091384,DGPR,6,44.82,3,10.24,8.075022784535075e-07,Keep,,229.9,<function calculate_damage_crown at 0x121e67e20>
1,9,55,868,T01094196,DKPO,2,204.65,5,8.72,1.4336909007897162e-05,Cut,Cut,0.0,<function calculate_damage_crown at 0x121e67e20>
1,9,28,872,T01095996,DNKY,6,147.05,5,13.71,1.164190863941487e-05,Cut,Cut,94.6,<function calculate_damage_crown at 0x121e67e20>
1,9,86,875,T01096621,DRDV,4,73.50,5,6.06,1.2856140334072469e-06,Cut,Cut,52.0,<function calculate_damage_crown at 0x121e67e20>
1,9,86,852,T01097046,DYSP,1,131.73,5,13.52,9.21388158831636e-06,Cut,Cut,359.4,<function calculate_damage_crown at 0x121e67e20>
1,9,19,849,T01091383,EPSH,7,205.71,5,11.80,1.961408579475141e-05,Cut,Cut,180.4,<function calculate_damage_crown at 0x121e67e20>
1,9,62,800,T01094874,KACL,6,213.62,5,11.41,2.0448740318179398e-05,Cut,Cut,169.6,<function calculate_damage_crown at 0x121e67e20>
1,9,91,802,T01096080,KAKU,1,213.53,5,5.17,9.258299208919299e-06,Cut,Cut,229.0,<function calculate_damage_crown at 0x121e67e20>
1,9,96,816,T01096714,KANA,6,182.50,5,3.06,4.009107599996349e-06,Cut,Cut,61.3,<function calculate_damage_crown at 0x121e67e20>
1,9,20,801,T01092719,KANE,5,38.80,3,4.67,2.7645308519513197e-07,Keep,,59.8,<function calculate_damage_crown at 0x121e67e20>
1,9,75,823,T01098956,KANT,3,172.35,5,5.37,6.2600396265082746e-06,Cut,Cut,20.0,<function calculate_damage_crown at 0x121e67e20>
1,9,93,817,T01096400,KATG,7,88.25,5,12.72,3.890544124155694e-06,Cut,Cut,347.8,<function calculate_damage_crown at 0x121e67e20>
1,9,62,804,T01094938,KAYK,4,55.13,4,4.69,5.601834415884063e-07,Cut,Cut,354.9,<function calculate_damage_crown at 0x121e67e20>
1,9,29,881,T01091317,KBAL KRORLORNG,7,170.91,5,7.88,9.038598083245784e-06,Cut,Cut,257.4,<function calculate_damage_crown at 0x121e67e20>
1,9,59,818,T01095029,KBDA,4,97.65,5,8.92,3.3390913045519755e-06,Cut,Cut,153.0,<function calculate_damage_crown at 0x121e67e20>
1,9,67,887,T01094289,KBDK,4,159.25,5,5.32,5.2986729035252005e-06,Cut,Cut,144.8,<function calculate_damage_crown at 0x121e67e20>
1,9,28,827,T01094836,KBKK,2,229.61,5,8.03,1.6620288145234693e-05,Cut,Cut,29.2,<function calculate_damage_crown at 0x121e67e20>
1,9,56,886,T01099993,KCHP,2,168.25,5,11.43,1.2711224261826803e-05,Cut,Cut,259.5,<function calculate_damage_crown at 0x121e67e20>
1,9,49,851,T01094004,KDCE,2,192.97,5,8.55,1.2510225549167461e-05,Cut,Cut,185.1,<function calculate_damage_crown at 0x121e67e20>
1,9,37,810,T01096251,KDCK,3,221.72,5,14.22,2.7454367249828186e-05,Cut,Cut,61.5,<function calculate_damage_crown at 0x121e67e20>
1,9,72,863,T01094545,KHMA,3,96.24,5,10.62,3.864806988922844e-06,Cut,Cut,252.7,<function calculate_damage_crown at 0x121e67e20>
1,9,36,882,T01098219,KHNH,2,126.25,5,11.46,7.17195038105268e-06,Cut,Cut,110.3,<function calculate_damage_crown at 0x121e67e20>
1,9,23,812,T01096907,KHOS,5,88.29,5,12.19,3.7331517019063444e-06,Cut,Cut,182.2,<function calculate_damage_crown at 0x121e67e20>
1,9,35,852,T01091760,KHTN,2,190.27,5,10.28,1.4614760430719215e-05,Cut,Cut,333.7,<function calculate_damage_crown at 0x121e67e20>
1,9,21,819,T01097817,KHVG,2,96.20,5,11.18,4.062103462441792e-06,Cut,Cut,344.7,<function calculate_damage_crown at 0x121e67e20>
1,9,21,800,T01094144,KKAL,7,48.59,4,4.34,4.020509247096054e-07,Cut,Cut,357.3,<function calculate_damage_crown at 0x121e67e20>
1,9,80,895,T01096397,KKKK,3,59.95,4,4.35,6.134770901823468e-07,Cut,Cut,150.1,<function calculate_damage_crown at 0x121e67e20>
1,9,51,806,T01093746,KKLG,1,169.11,5,4.05,4.546761498301138e-06,Cut,Cut,352.3,<function calculate_damage_crown at 0x121e67e20>
1,9,91,831,T01099122,KLIG,5,113.09,5,7.24,3.634609100310807e-06,Cut,Cut,227.5,<function calculate_damage_crown at 0x121e67e20>
1,9,7,817,T01091691,KLNG,5,26.80,2,8.83,2.4900728057064695e-07,Keep,,99.0,<function calculate_damage_crown at 0x121e67e20>
1,9,89,809,T01091308,KLPO,1,214.39,5,9.40,1.697164304088477e-05,Cut,Cut,274.4,<function calculate_damage_crown at 0x121e67e20>
1,9,76,856,T01091819,KMPT,3,116.13,5,12.83,6.7947342157231955e-06,Cut,Cut,259.6,<function calculate_damage_crown at 0x121e67e20>
1,9,95,808,T01098505,KNAL,6,77.16,5,10.68,2.497140734350974e-06,Cut,Cut,87.4,<function calculate_damage_crown at 0x121e67e20>
1,9,83,838,T01091981,KNAY,4,146.29,5,5.17,4.34665880238651e-06,Cut,Cut,187.3,<function calculate_damage_crown at 0x121e67e20>
1,9,48,889,T01092974,KODK,3,127.28,5,11.45,7.285618622888513e-06,Cut,Cut,45.4,<function calculate_damage_crown at 0x121e67e20>
1,9,0,852,T01096931,KOKH,6,180.65,5,6.88,8.813482360432704e-06,Cut,Cut,232.8,<function calculate_damage_crown at 0x121e67e20>
1,9,52,838,T01097955,KOMT,1,200.19,5,12.86,2.024709781528251e-05,Cut,Cut,133.4,<function calculate_damage_crown at 0x121e67e20>
1,9,22,893,T01094952,KOMY,1,7.05,1,5.52,1.077027351004225e-08,Keep,,321.0,<function calculate_damage_crown at 0x121e67e20>
1,9,15,831,T01095399,KORK,2,141.35,5,8.50,6.673181432869427e-06,Cut,Cut,230.6,<function calculate_damage_crown at 0x121e67e20>
1,9,45,827,T01099597,KOTT,5,77.87,5,5.05,1.2018945026349707e-06,Cut,Cut,270.2,<function calculate_damage_crown at 0x121e67e20>
1,9,1,835,T01093277,KRAK,2,110.20,5,8.82,4.20752729792301e-06,Cut,Cut,162.5,<function calculate_damage_crown at 0x121e67e20>
1,9,6,872,T01092296,KREG,5,91.09,5,8.39,2.7353953769244817e-06,Cut,Cut,54.0,<function calculate_damage_crown at 0x121e67e20>
1,9,30,860,T01096195,KREM,7,227.00,5,12.14,2.4568854983803424e-05,Cut,Cut,280.9,<function calculate_damage_crown at 0x121e67e20>
1,9,29,864,T01094143,KRMN,1,131.94,5,3.41,2.334542927481231e-06,Cut,Cut,92.0,<function calculate_damage_crown at 0x121e67e20>
1,9,59,876,T01098693,KROH,3,116.01,5,6.47,3.422027115721309e-06,Cut,Cut,267.9,<function calculate_damage_crown at 0x121e67e20>
1,9,25,869,T01097722,KRSR,5,62.51,5,5.22,8.010466405530951e-07,Cut,Cut,134.3,<function calculate_damage_crown at 0x121e67e20>
1,9,57,819,T01096895,KRUS,7,212.27,5,14.86,2.6293178479007795e-05,Cut,Cut,150.0,<function calculate_damage_crown at 0x121e67e20>
1,9,58,812,T01094040,KRVN,1,54.19,4,5.74,6.62475802551551e-07,Cut,Cut,23.5,<function calculate_damage_crown at 0x121e67e20>
1,9,81,857,T01098558,KTIT,6,99.65,5,9.40,3.6642195872682693e-06,Cut,Cut,86.4,<function calculate_damage_crown at 0x121e67e20>
